"layers: 5, Hidden: 18","layers: 6, Hidden: 19","layers: 4, Hidden: 10","layers: 4, Hidden: 11","layers: 9, Hidden: 20","layers: 10, Hidden: 21","layers: 8, Hidden: 17","layers: 9, Hidden: 17","layers: 5, Hidden: 4","layers: 6, Hidden: 4"
tensor(0.4566),tensor(0.4578),tensor(0.8543),tensor(0.5568),tensor(0.4582),tensor(0.4583),tensor(0.4665),tensor(0.4582),tensor(1.9074),tensor(0.4924)
tensor(0.4566),tensor(0.4578),tensor(0.8492),tensor(0.5549),tensor(0.4582),tensor(0.4583),tensor(0.4661),tensor(0.4582),tensor(1.9018),tensor(0.4918)
tensor(0.4566),tensor(0.4578),tensor(0.8441),tensor(0.5530),tensor(0.4582),tensor(0.4583),tensor(0.4657),tensor(0.4582),tensor(1.8963),tensor(0.4912)
tensor(0.4566),tensor(0.4578),tensor(0.8390),tensor(0.5512),tensor(0.4582),tensor(0.4583),tensor(0.4653),tensor(0.4581),tensor(1.8908),tensor(0.4907)
tensor(0.4566),tensor(0.4578),tensor(0.8340),tensor(0.5494),tensor(0.4582),tensor(0.4583),tensor(0.4650),tensor(0.4581),tensor(1.8852),tensor(0.4902)
tensor(0.4566),tensor(0.4578),tensor(0.8290),tensor(0.5477),tensor(0.4582),tensor(0.4583),tensor(0.4646),tensor(0.4581),tensor(1.8797),tensor(0.4896)
tensor(0.4566),tensor(0.4578),tensor(0.8241),tensor(0.5459),tensor(0.4582),tensor(0.4583),tensor(0.4643),tensor(0.4581),tensor(1.8743),tensor(0.4891)
tensor(0.4566),tensor(0.4578),tensor(0.8192),tensor(0.5442),tensor(0.4582),tensor(0.4583),tensor(0.4640),tensor(0.4581),tensor(1.8688),tensor(0.4886)
tensor(0.4566),tensor(0.4578),tensor(0.8144),tensor(0.5425),tensor(0.4582),tensor(0.4583),tensor(0.4637),tensor(0.4581),tensor(1.8633),tensor(0.4881)
tensor(0.4566),tensor(0.4578),tensor(0.8096),tensor(0.5408),tensor(0.4582),tensor(0.4583),tensor(0.4634),tensor(0.4581),tensor(1.8579),tensor(0.4876)
tensor(0.4566),tensor(0.4578),tensor(0.8049),tensor(0.5392),tensor(0.4582),tensor(0.4583),tensor(0.4631),tensor(0.4581),tensor(1.8525),tensor(0.4871)
tensor(0.4566),tensor(0.4578),tensor(0.8002),tensor(0.5376),tensor(0.4582),tensor(0.4583),tensor(0.4628),tensor(0.4581),tensor(1.8471),tensor(0.4866)
tensor(0.4566),tensor(0.4578),tensor(0.7955),tensor(0.5360),tensor(0.4582),tensor(0.4583),tensor(0.4626),tensor(0.4581),tensor(1.8417),tensor(0.4861)
tensor(0.4566),tensor(0.4578),tensor(0.7909),tensor(0.5344),tensor(0.4582),tensor(0.4583),tensor(0.4624),tensor(0.4581),tensor(1.8363),tensor(0.4856)
tensor(0.4566),tensor(0.4578),tensor(0.7864),tensor(0.5329),tensor(0.4582),tensor(0.4583),tensor(0.4621),tensor(0.4581),tensor(1.8309),tensor(0.4852)
tensor(0.4566),tensor(0.4578),tensor(0.7819),tensor(0.5314),tensor(0.4582),tensor(0.4583),tensor(0.4619),tensor(0.4581),tensor(1.8256),tensor(0.4847)
tensor(0.4566),tensor(0.4578),tensor(0.7774),tensor(0.5299),tensor(0.4582),tensor(0.4583),tensor(0.4617),tensor(0.4581),tensor(1.8203),tensor(0.4842)
tensor(0.4566),tensor(0.4578),tensor(0.7730),tensor(0.5284),tensor(0.4582),tensor(0.4583),tensor(0.4615),tensor(0.4581),tensor(1.8149),tensor(0.4838)
tensor(0.4566),tensor(0.4578),tensor(0.7686),tensor(0.5270),tensor(0.4582),tensor(0.4583),tensor(0.4614),tensor(0.4581),tensor(1.8096),tensor(0.4833)
tensor(0.4566),tensor(0.4578),tensor(0.7642),tensor(0.5256),tensor(0.4582),tensor(0.4583),tensor(0.4612),tensor(0.4581),tensor(1.8044),tensor(0.4829)
tensor(0.4566),tensor(0.4578),tensor(0.7599),tensor(0.5242),tensor(0.4582),tensor(0.4583),tensor(0.4610),tensor(0.4581),tensor(1.7991),tensor(0.4825)
tensor(0.4565),tensor(0.4578),tensor(0.7557),tensor(0.5228),tensor(0.4582),tensor(0.4583),tensor(0.4609),tensor(0.4581),tensor(1.7938),tensor(0.4820)
tensor(0.4565),tensor(0.4578),tensor(0.7515),tensor(0.5215),tensor(0.4582),tensor(0.4583),tensor(0.4607),tensor(0.4581),tensor(1.7886),tensor(0.4816)
tensor(0.4565),tensor(0.4578),tensor(0.7473),tensor(0.5201),tensor(0.4582),tensor(0.4583),tensor(0.4606),tensor(0.4581),tensor(1.7833),tensor(0.4812)
tensor(0.4565),tensor(0.4578),tensor(0.7432),tensor(0.5188),tensor(0.4582),tensor(0.4583),tensor(0.4605),tensor(0.4581),tensor(1.7781),tensor(0.4808)
tensor(0.4565),tensor(0.4578),tensor(0.7391),tensor(0.5176),tensor(0.4582),tensor(0.4583),tensor(0.4604),tensor(0.4581),tensor(1.7729),tensor(0.4804)
tensor(0.4565),tensor(0.4578),tensor(0.7350),tensor(0.5163),tensor(0.4581),tensor(0.4583),tensor(0.4603),tensor(0.4580),tensor(1.7677),tensor(0.4800)
tensor(0.4565),tensor(0.4578),tensor(0.7310),tensor(0.5151),tensor(0.4581),tensor(0.4583),tensor(0.4601),tensor(0.4580),tensor(1.7625),tensor(0.4796)
tensor(0.4565),tensor(0.4578),tensor(0.7271),tensor(0.5139),tensor(0.4581),tensor(0.4583),tensor(0.4600),tensor(0.4580),tensor(1.7574),tensor(0.4792)
tensor(0.4565),tensor(0.4578),tensor(0.7231),tensor(0.5127),tensor(0.4581),tensor(0.4583),tensor(0.4599),tensor(0.4580),tensor(1.7522),tensor(0.4789)
tensor(0.4565),tensor(0.4578),tensor(0.7193),tensor(0.5115),tensor(0.4581),tensor(0.4583),tensor(0.4599),tensor(0.4580),tensor(1.7471),tensor(0.4785)
tensor(0.4565),tensor(0.4578),tensor(0.7154),tensor(0.5103),tensor(0.4581),tensor(0.4583),tensor(0.4598),tensor(0.4580),tensor(1.7420),tensor(0.4781)
tensor(0.4565),tensor(0.4578),tensor(0.7116),tensor(0.5092),tensor(0.4581),tensor(0.4583),tensor(0.4597),tensor(0.4580),tensor(1.7369),tensor(0.4778)
tensor(0.4565),tensor(0.4578),tensor(0.7079),tensor(0.5081),tensor(0.4581),tensor(0.4583),tensor(0.4596),tensor(0.4580),tensor(1.7318),tensor(0.4774)
tensor(0.4565),tensor(0.4578),tensor(0.7042),tensor(0.5070),tensor(0.4581),tensor(0.4583),tensor(0.4596),tensor(0.4580),tensor(1.7267),tensor(0.4770)
tensor(0.4565),tensor(0.4578),tensor(0.7005),tensor(0.5059),tensor(0.4581),tensor(0.4583),tensor(0.4595),tensor(0.4580),tensor(1.7216),tensor(0.4767)
tensor(0.4565),tensor(0.4578),tensor(0.6968),tensor(0.5049),tensor(0.4581),tensor(0.4583),tensor(0.4594),tensor(0.4580),tensor(1.7166),tensor(0.4764)
tensor(0.4565),tensor(0.4578),tensor(0.6932),tensor(0.5038),tensor(0.4581),tensor(0.4583),tensor(0.4594),tensor(0.4580),tensor(1.7115),tensor(0.4760)
tensor(0.4565),tensor(0.4577),tensor(0.6897),tensor(0.5028),tensor(0.4581),tensor(0.4583),tensor(0.4593),tensor(0.4580),tensor(1.7065),tensor(0.4757)
tensor(0.4565),tensor(0.4577),tensor(0.6862),tensor(0.5018),tensor(0.4581),tensor(0.4583),tensor(0.4593),tensor(0.4580),tensor(1.7015),tensor(0.4754)
tensor(0.4565),tensor(0.4577),tensor(0.6827),tensor(0.5008),tensor(0.4581),tensor(0.4583),tensor(0.4592),tensor(0.4580),tensor(1.6965),tensor(0.4750)
tensor(0.4565),tensor(0.4577),tensor(0.6792),tensor(0.4999),tensor(0.4581),tensor(0.4583),tensor(0.4592),tensor(0.4580),tensor(1.6915),tensor(0.4747)
tensor(0.4565),tensor(0.4577),tensor(0.6758),tensor(0.4989),tensor(0.4581),tensor(0.4583),tensor(0.4591),tensor(0.4580),tensor(1.6865),tensor(0.4744)
tensor(0.4565),tensor(0.4577),tensor(0.6725),tensor(0.4980),tensor(0.4581),tensor(0.4583),tensor(0.4591),tensor(0.4580),tensor(1.6816),tensor(0.4741)
tensor(0.4565),tensor(0.4577),tensor(0.6691),tensor(0.4971),tensor(0.4581),tensor(0.4583),tensor(0.4591),tensor(0.4580),tensor(1.6766),tensor(0.4738)
tensor(0.4565),tensor(0.4577),tensor(0.6659),tensor(0.4962),tensor(0.4581),tensor(0.4583),tensor(0.4590),tensor(0.4580),tensor(1.6717),tensor(0.4735)
tensor(0.4565),tensor(0.4577),tensor(0.6626),tensor(0.4953),tensor(0.4581),tensor(0.4583),tensor(0.4590),tensor(0.4580),tensor(1.6668),tensor(0.4732)
tensor(0.4565),tensor(0.4577),tensor(0.6594),tensor(0.4945),tensor(0.4581),tensor(0.4583),tensor(0.4590),tensor(0.4579),tensor(1.6619),tensor(0.4729)
tensor(0.4565),tensor(0.4577),tensor(0.6562),tensor(0.4936),tensor(0.4581),tensor(0.4583),tensor(0.4589),tensor(0.4579),tensor(1.6570),tensor(0.4726)
tensor(0.4565),tensor(0.4577),tensor(0.6531),tensor(0.4928),tensor(0.4581),tensor(0.4583),tensor(0.4589),tensor(0.4579),tensor(1.6521),tensor(0.4724)
tensor(0.4565),tensor(0.4577),tensor(0.6500),tensor(0.4920),tensor(0.4581),tensor(0.4583),tensor(0.4589),tensor(0.4579),tensor(1.6472),tensor(0.4721)
tensor(0.4565),tensor(0.4577),tensor(0.6469),tensor(0.4912),tensor(0.4581),tensor(0.4583),tensor(0.4589),tensor(0.4579),tensor(1.6424),tensor(0.4718)
tensor(0.4565),tensor(0.4577),tensor(0.6439),tensor(0.4904),tensor(0.4581),tensor(0.4583),tensor(0.4588),tensor(0.4579),tensor(1.6375),tensor(0.4716)
tensor(0.4565),tensor(0.4577),tensor(0.6409),tensor(0.4896),tensor(0.4581),tensor(0.4583),tensor(0.4588),tensor(0.4579),tensor(1.6327),tensor(0.4713)
tensor(0.4565),tensor(0.4577),tensor(0.6379),tensor(0.4889),tensor(0.4581),tensor(0.4583),tensor(0.4588),tensor(0.4579),tensor(1.6279),tensor(0.4710)
tensor(0.4565),tensor(0.4577),tensor(0.6350),tensor(0.4882),tensor(0.4581),tensor(0.4583),tensor(0.4588),tensor(0.4579),tensor(1.6231),tensor(0.4708)
tensor(0.4565),tensor(0.4577),tensor(0.6321),tensor(0.4874),tensor(0.4581),tensor(0.4582),tensor(0.4588),tensor(0.4579),tensor(1.6183),tensor(0.4705)
tensor(0.4565),tensor(0.4577),tensor(0.6293),tensor(0.4867),tensor(0.4581),tensor(0.4582),tensor(0.4588),tensor(0.4579),tensor(1.6135),tensor(0.4703)
tensor(0.4565),tensor(0.4577),tensor(0.6264),tensor(0.4860),tensor(0.4581),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.6087),tensor(0.4701)
tensor(0.4565),tensor(0.4577),tensor(0.6237),tensor(0.4854),tensor(0.4581),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.6040),tensor(0.4698)
tensor(0.4565),tensor(0.4577),tensor(0.6209),tensor(0.4847),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.5992),tensor(0.4696)
tensor(0.4565),tensor(0.4577),tensor(0.6182),tensor(0.4840),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.5945),tensor(0.4694)
tensor(0.4565),tensor(0.4577),tensor(0.6155),tensor(0.4834),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.5898),tensor(0.4691)
tensor(0.4565),tensor(0.4577),tensor(0.6129),tensor(0.4828),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.5851),tensor(0.4689)
tensor(0.4565),tensor(0.4577),tensor(0.6103),tensor(0.4822),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.5804),tensor(0.4687)
tensor(0.4565),tensor(0.4577),tensor(0.6077),tensor(0.4816),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.5757),tensor(0.4685)
tensor(0.4565),tensor(0.4577),tensor(0.6051),tensor(0.4810),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4579),tensor(1.5710),tensor(0.4683)
tensor(0.4565),tensor(0.4577),tensor(0.6026),tensor(0.4804),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4578),tensor(1.5663),tensor(0.4681)
tensor(0.4565),tensor(0.4577),tensor(0.6001),tensor(0.4799),tensor(0.4580),tensor(0.4582),tensor(0.4587),tensor(0.4578),tensor(1.5617),tensor(0.4679)
tensor(0.4565),tensor(0.4577),tensor(0.5977),tensor(0.4793),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5571),tensor(0.4677)
tensor(0.4565),tensor(0.4577),tensor(0.5953),tensor(0.4788),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5524),tensor(0.4675)
tensor(0.4565),tensor(0.4577),tensor(0.5929),tensor(0.4782),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5478),tensor(0.4673)
tensor(0.4565),tensor(0.4577),tensor(0.5905),tensor(0.4777),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5432),tensor(0.4671)
tensor(0.4565),tensor(0.4577),tensor(0.5882),tensor(0.4772),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5386),tensor(0.4669)
tensor(0.4565),tensor(0.4577),tensor(0.5859),tensor(0.4767),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5341),tensor(0.4667)
tensor(0.4565),tensor(0.4577),tensor(0.5837),tensor(0.4762),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5295),tensor(0.4665)
tensor(0.4565),tensor(0.4577),tensor(0.5814),tensor(0.4758),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5250),tensor(0.4664)
tensor(0.4565),tensor(0.4577),tensor(0.5792),tensor(0.4753),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5204),tensor(0.4662)
tensor(0.4565),tensor(0.4577),tensor(0.5771),tensor(0.4749),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5159),tensor(0.4660)
tensor(0.4565),tensor(0.4577),tensor(0.5749),tensor(0.4744),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5114),tensor(0.4658)
tensor(0.4565),tensor(0.4577),tensor(0.5728),tensor(0.4740),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5069),tensor(0.4657)
tensor(0.4565),tensor(0.4577),tensor(0.5707),tensor(0.4736),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.5024),tensor(0.4655)
tensor(0.4565),tensor(0.4577),tensor(0.5687),tensor(0.4732),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.4979),tensor(0.4654)
tensor(0.4565),tensor(0.4577),tensor(0.5667),tensor(0.4728),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.4934),tensor(0.4652)
tensor(0.4565),tensor(0.4577),tensor(0.5647),tensor(0.4724),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4578),tensor(1.4890),tensor(0.4651)
tensor(0.4565),tensor(0.4577),tensor(0.5627),tensor(0.4720),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4845),tensor(0.4649)
tensor(0.4565),tensor(0.4577),tensor(0.5608),tensor(0.4716),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4801),tensor(0.4648)
tensor(0.4565),tensor(0.4577),tensor(0.5589),tensor(0.4712),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4757),tensor(0.4646)
tensor(0.4565),tensor(0.4577),tensor(0.5570),tensor(0.4709),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4713),tensor(0.4645)
tensor(0.4565),tensor(0.4577),tensor(0.5551),tensor(0.4705),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4669),tensor(0.4643)
tensor(0.4565),tensor(0.4577),tensor(0.5533),tensor(0.4702),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4625),tensor(0.4642)
tensor(0.4565),tensor(0.4577),tensor(0.5515),tensor(0.4699),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4581),tensor(0.4641)
tensor(0.4565),tensor(0.4577),tensor(0.5497),tensor(0.4695),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4537),tensor(0.4639)
tensor(0.4565),tensor(0.4577),tensor(0.5480),tensor(0.4692),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4494),tensor(0.4638)
tensor(0.4565),tensor(0.4577),tensor(0.5463),tensor(0.4689),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4450),tensor(0.4637)
tensor(0.4565),tensor(0.4577),tensor(0.5446),tensor(0.4686),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4407),tensor(0.4636)
tensor(0.4565),tensor(0.4577),tensor(0.5429),tensor(0.4683),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4364),tensor(0.4634)
tensor(0.4565),tensor(0.4577),tensor(0.5412),tensor(0.4680),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4321),tensor(0.4633)
tensor(0.4565),tensor(0.4577),tensor(0.5396),tensor(0.4677),tensor(0.4580),tensor(0.4582),tensor(0.4586),tensor(0.4577),tensor(1.4278),tensor(0.4632)
tensor(0.4565),tensor(0.4577),tensor(0.5380),tensor(0.4675),tensor(0.4580),tensor(0.4582),tensor(0.4585),tensor(0.4577),tensor(1.4235),tensor(0.4631)
tensor(0.4565),tensor(0.4577),tensor(0.5365),tensor(0.4672),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4577),tensor(1.4192),tensor(0.4630)
tensor(0.4565),tensor(0.4577),tensor(0.5349),tensor(0.4669),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4577),tensor(1.4149),tensor(0.4629)
tensor(0.4565),tensor(0.4577),tensor(0.5334),tensor(0.4667),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4577),tensor(1.4107),tensor(0.4628)
tensor(0.4565),tensor(0.4577),tensor(0.5319),tensor(0.4664),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.4064),tensor(0.4626)
tensor(0.4565),tensor(0.4576),tensor(0.5304),tensor(0.4662),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.4022),tensor(0.4625)
tensor(0.4565),tensor(0.4576),tensor(0.5290),tensor(0.4660),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3980),tensor(0.4624)
tensor(0.4565),tensor(0.4576),tensor(0.5275),tensor(0.4657),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3938),tensor(0.4623)
tensor(0.4565),tensor(0.4576),tensor(0.5261),tensor(0.4655),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3896),tensor(0.4622)
tensor(0.4565),tensor(0.4576),tensor(0.5248),tensor(0.4653),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3854),tensor(0.4621)
tensor(0.4565),tensor(0.4576),tensor(0.5234),tensor(0.4651),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3812),tensor(0.4621)
tensor(0.4565),tensor(0.4576),tensor(0.5221),tensor(0.4649),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3770),tensor(0.4620)
tensor(0.4565),tensor(0.4576),tensor(0.5208),tensor(0.4647),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3729),tensor(0.4619)
tensor(0.4565),tensor(0.4576),tensor(0.5195),tensor(0.4645),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3687),tensor(0.4618)
tensor(0.4565),tensor(0.4576),tensor(0.5182),tensor(0.4643),tensor(0.4579),tensor(0.4582),tensor(0.4585),tensor(0.4576),tensor(1.3646),tensor(0.4617)
tensor(0.4565),tensor(0.4576),tensor(0.5169),tensor(0.4641),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4576),tensor(1.3605),tensor(0.4616)
tensor(0.4565),tensor(0.4576),tensor(0.5157),tensor(0.4639),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4576),tensor(1.3564),tensor(0.4615)
tensor(0.4565),tensor(0.4576),tensor(0.5145),tensor(0.4637),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4576),tensor(1.3523),tensor(0.4614)
tensor(0.4565),tensor(0.4576),tensor(0.5133),tensor(0.4636),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4576),tensor(1.3482),tensor(0.4614)
tensor(0.4565),tensor(0.4576),tensor(0.5121),tensor(0.4634),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4576),tensor(1.3441),tensor(0.4613)
tensor(0.4565),tensor(0.4576),tensor(0.5110),tensor(0.4632),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4576),tensor(1.3400),tensor(0.4612)
tensor(0.4565),tensor(0.4576),tensor(0.5099),tensor(0.4631),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4576),tensor(1.3360),tensor(0.4611)
tensor(0.4565),tensor(0.4576),tensor(0.5088),tensor(0.4629),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3319),tensor(0.4611)
tensor(0.4565),tensor(0.4576),tensor(0.5077),tensor(0.4628),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3279),tensor(0.4610)
tensor(0.4565),tensor(0.4576),tensor(0.5066),tensor(0.4626),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3239),tensor(0.4609)
tensor(0.4565),tensor(0.4576),tensor(0.5055),tensor(0.4625),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3199),tensor(0.4609)
tensor(0.4565),tensor(0.4576),tensor(0.5045),tensor(0.4623),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3159),tensor(0.4608)
tensor(0.4565),tensor(0.4576),tensor(0.5035),tensor(0.4622),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3119),tensor(0.4607)
tensor(0.4565),tensor(0.4576),tensor(0.5025),tensor(0.4621),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3079),tensor(0.4607)
tensor(0.4565),tensor(0.4576),tensor(0.5015),tensor(0.4619),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3039),tensor(0.4606)
tensor(0.4565),tensor(0.4576),tensor(0.5005),tensor(0.4618),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.3000),tensor(0.4605)
tensor(0.4565),tensor(0.4576),tensor(0.4996),tensor(0.4617),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2960),tensor(0.4605)
tensor(0.4565),tensor(0.4576),tensor(0.4987),tensor(0.4616),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2921),tensor(0.4604)
tensor(0.4565),tensor(0.4576),tensor(0.4978),tensor(0.4615),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2882),tensor(0.4604)
tensor(0.4565),tensor(0.4576),tensor(0.4969),tensor(0.4614),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2842),tensor(0.4603)
tensor(0.4565),tensor(0.4576),tensor(0.4960),tensor(0.4612),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2803),tensor(0.4602)
tensor(0.4565),tensor(0.4576),tensor(0.4951),tensor(0.4611),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2764),tensor(0.4602)
tensor(0.4565),tensor(0.4576),tensor(0.4943),tensor(0.4610),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2726),tensor(0.4601)
tensor(0.4565),tensor(0.4576),tensor(0.4935),tensor(0.4609),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2687),tensor(0.4601)
tensor(0.4565),tensor(0.4576),tensor(0.4926),tensor(0.4608),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2648),tensor(0.4600)
tensor(0.4565),tensor(0.4576),tensor(0.4918),tensor(0.4608),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4575),tensor(1.2610),tensor(0.4600)
tensor(0.4565),tensor(0.4576),tensor(0.4911),tensor(0.4607),tensor(0.4579),tensor(0.4581),tensor(0.4585),tensor(0.4574),tensor(1.2571),tensor(0.4599)
tensor(0.4565),tensor(0.4576),tensor(0.4903),tensor(0.4606),tensor(0.4578),tensor(0.4581),tensor(0.4585),tensor(0.4574),tensor(1.2533),tensor(0.4599)
tensor(0.4565),tensor(0.4576),tensor(0.4895),tensor(0.4605),tensor(0.4578),tensor(0.4581),tensor(0.4585),tensor(0.4574),tensor(1.2495),tensor(0.4598)
tensor(0.4565),tensor(0.4576),tensor(0.4888),tensor(0.4604),tensor(0.4578),tensor(0.4581),tensor(0.4585),tensor(0.4574),tensor(1.2457),tensor(0.4598)
tensor(0.4565),tensor(0.4576),tensor(0.4881),tensor(0.4603),tensor(0.4578),tensor(0.4581),tensor(0.4585),tensor(0.4574),tensor(1.2419),tensor(0.4598)
tensor(0.4565),tensor(0.4576),tensor(0.4874),tensor(0.4602),tensor(0.4578),tensor(0.4581),tensor(0.4585),tensor(0.4574),tensor(1.2381),tensor(0.4597)
tensor(0.4565),tensor(0.4576),tensor(0.4867),tensor(0.4602),tensor(0.4578),tensor(0.4581),tensor(0.4585),tensor(0.4574),tensor(1.2343),tensor(0.4597)
